Collection,Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item
Busbee Mcquade-men,sundays-navy,The Sundays - Navy,"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody>Product Details Classic Fit Go To Shorts With Elastic Waistband.Reverse Loop Mid-Weight French Terry Cloth.Double Pocket With A Third Zipper Pocket On The Back. 100 Cotton. Made In Los Angeles California 🇺🇸Fabric From Usa 🇺🇸Garment Pre-Shrunk. Shorts That Encapsulate Its Namesake. Size Fit Classic Fit True To Size Model Is Wearing A Size Medium Model’S Measurements Height 6’0 Size Guide Fit Questions Text Us 213-536-9662 Or Email Us. Garment Care Machine Wash Cold Cycle With Other Like Colors Tumble Dry Low Do Not Dry On High Low Iron If Needed. *Color Is As Shown In The Photos</sectionBody></section><section id=""2""><sectionTitle>Size &amp; Fit</sectionTitle><sectionBody>Click buy for more sizing information.</sectionBody></section><section id=""3""><sectionTitle>Shipping &amp; Returns</sectionTitle><sectionBody>We are proud to offer FREE 3 Day Shipping for all orders over $99. Orders under this amount still enjoy 2 Day Shipping but are charged a flat rate of $5. Next day shipping are charged a flat rate of $20We accept returns within 30 days of your purchase for a full refund. All return items must be unworn, unwashed and undamaged with original tags still intact and in the original poly bags.</sectionBody></section></sections>",Busbee Mcquade-men,shorts,"busbeemcquede,new-arrivals,shorts,resort-'19",,Title,Default Title,Link,https://www.busbeemcquade.com/products/sundays-navy?variant=19271329513568,,,MSSHT01-NVY-S,313,,deny,manual,89,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0087/9706/1216/products/AB_1525_copy.jpg?v=1557591778,1,,FALSE,,,,,,,,,,,,,,,,,,,
Busbee Mcquade-men,sundays-navy,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0087/9706/1216/products/AB_1525_copy.jpg?v=1557591778,1,,,,,,,,,,,,,,,,,,,,,
Busbee Mcquade-men,sundays-navy,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0087/9706/1216/products/AB_1467_copy.jpg?v=1557591778,2,,,,,,,,,,,,,,,,,,,,,
Busbee Mcquade-men,sundays-navy,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0087/9706/1216/products/AB_1489_copy.jpg?v=1557591778,3,,,,,,,,,,,,,,,,,,,,,
Busbee Mcquade-men,sundays-navy,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0087/9706/1216/products/AB_1495_copy.jpg?v=1557591778,4,,,,,,,,,,,,,,,,,,,,,
Busbee Mcquade-men,sundays-navy,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0087/9706/1216/products/AB_1502_copy.jpg?v=1557591778,5,,,,,,,,,,,,,,,,,,,,,
Busbee Mcquade-men,sundays-navy,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0087/9706/1216/products/AB_1510_copy.jpg?v=1557591778,6,,,,,,,,,,,,,,,,,,,,,
Busbee Mcquade-men,sundays-navy,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0087/9706/1216/products/AB_1511_copy.jpg?v=1557591778,7,,,,,,,,,,,,,,,,,,,,,
Busbee Mcquade-men,sundays-navy,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0087/9706/1216/products/Navy_-_Sundays_Fabric_3-4.jpg?v=1557591778,8,,,,,,,,,,,,,,,,,,,,,
Busbee Mcquade-men,busbee-off-white,The Busbee - Off White,"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody>Product Details Classic Fit Short Sleeve French Terry Cardigan.Reverse High Loop French Terry Cloth Thin Towel Feel With Double Pocket. 100 Cotton. Made In Los Angeles California 🇺🇸Fabric From Usa 🇺🇸Garment Pre-Shrunk. What Started It All. Size Fit Classic Fit True To Size Model Is Wearing A Size Large. Model’S Measurements Height 6’0 Size Guide Fit Questions Text Us 213-536-9662 Or Email Us. Garment Care Machine Wash Cold Cycle With Other Like Colors Tumble Dry Low Do Not Dry On High Low Iron If Needed. *Color Is As Shown In The Photos.</sectionBody></section><section id=""2""><sectionTitle>Size &amp; Fit</sectionTitle><sectionBody>Click buy for more sizing information.</sectionBody></section><section id=""3""><sectionTitle>Shipping &amp; Returns</sectionTitle><sectionBody>We are proud to offer FREE 3 Day Shipping for all orders over $99. Orders under this amount still enjoy 2 Day Shipping but are charged a flat rate of $5. Next day shipping are charged a flat rate of $20We accept returns within 30 days of your purchase for a full refund. All return items must be unworn, unwashed and undamaged with original tags still intact and in the original poly bags.</sectionBody></section></sections>",Busbee Mcquade-men,tops,"busbeemcquede,tops,resort-'19",,Title,Default Title,Link,https://www.busbeemcquade.com/collections/men/products/busbee-off-white?variant=19268896751712,,,MBJLT01-OWT-S,336,,deny,manual,99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0087/9706/1216/products/AB_1388_copy.jpg?v=1557592199,1,,FALSE,,,,,,,,,,,,,,,,,,,
Busbee Mcquade-men,busbee-off-white,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0087/9706/1216/products/AB_1388_copy.jpg?v=1557592199,1,,,,,,,,,,,,,,,,,,,,,
Busbee Mcquade-men,busbee-off-white,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0087/9706/1216/products/AB_1382_copy.jpg?v=1557592199,2,,,,,,,,,,,,,,,,,,,,,
Busbee Mcquade-men,busbee-off-white,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0087/9706/1216/products/AB_1427_copy.jpg?v=1557592199,3,,,,,,,,,,,,,,,,,,,,,
Busbee Mcquade-men,busbee-off-white,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0087/9706/1216/products/AB_1434_copy.jpg?v=1557592199,4,,,,,,,,,,,,,,,,,,,,,
Busbee Mcquade-men,busbee-off-white,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0087/9706/1216/products/AB_1462_copy.jpg?v=1557592199,5,,,,,,,,,,,,,,,,,,,,,
Busbee Mcquade-men,busbee-off-white,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0087/9706/1216/products/AB_1460.jpg?v=1557592199,6,,,,,,,,,,,,,,,,,,,,,
Busbee Mcquade-men,busbee-off-white,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0087/9706/1216/products/Off_White_-_Busbee_Fabric_3-4.jpg?v=1557592199,7,,,,,,,,,,,,,,,,,,,,,
Busbee Mcquade-men,busbee-navy,The Busbee - Navy,"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody>Product Details Classic Fit Short Sleeve French Terry Cardigan.Reverse High Loop French Terry Cloth Thin Towel Feel With Double Pocket. 100 Cotton. Made In Los Angeles California 🇺🇸Fabric From Usa 🇺🇸Garment Pre-Shrunk. What Started It All. Size Fit Classic Fit True To Size Model Is Wearing A Size Medium. Model’S Measurements Height 6’2 Size Guide Fit Questions Text Us 213-536-9662 Or Email Us. Garment Care Machine Wash Cold Cycle With Other Like Colors Tumble Dry Low Do Not Dry On High Low Iron If Needed. *Color Is As Shown In The Photos.</sectionBody></section><section id=""2""><sectionTitle>Size &amp; Fit</sectionTitle><sectionBody>Click buy for more sizing information.</sectionBody></section><section id=""3""><sectionTitle>Shipping &amp; Returns</sectionTitle><sectionBody>We are proud to offer FREE 3 Day Shipping for all orders over $99. Orders under this amount still enjoy 2 Day Shipping but are charged a flat rate of $5. Next day shipping are charged a flat rate of $20We accept returns within 30 days of your purchase for a full refund. All return items must be unworn, unwashed and undamaged with original tags still intact and in the original poly bags.</sectionBody></section></sections>",Busbee Mcquade-men,tops,"busbeemcquede,tops,resort-'19",,Title,Default Title,Link,https://www.busbeemcquade.com/products/busbee-tee-navy?variant=19268880760928,,,MBJLT01-NVY-S,336,,deny,manual,99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0087/9706/1216/products/AB_1289_copy.jpg?v=1557591614,1,,FALSE,,,,,,,,,,,,,,,,,,,
Busbee Mcquade-men,busbee-navy,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0087/9706/1216/products/AB_1289_copy.jpg?v=1557591614,1,,,,,,,,,,,,,,,,,,,,,
Busbee Mcquade-men,busbee-navy,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0087/9706/1216/products/AB_1308_copy.jpg?v=1557591614,2,,,,,,,,,,,,,,,,,,,,,
Busbee Mcquade-men,busbee-navy,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0087/9706/1216/products/AB_1318_copy.jpg?v=1557591614,3,,,,,,,,,,,,,,,,,,,,,
Busbee Mcquade-men,busbee-navy,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0087/9706/1216/products/AB_1330_copy.jpg?v=1557591614,4,,,,,,,,,,,,,,,,,,,,,
Busbee Mcquade-men,busbee-navy,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0087/9706/1216/products/AB_1361_copy.jpg?v=1557591614,5,,,,,,,,,,,,,,,,,,,,,
Busbee Mcquade-men,busbee-navy,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0087/9706/1216/products/AB_1369_copy.jpg?v=1557591614,6,,,,,,,,,,,,,,,,,,,,,
Busbee Mcquade-men,busbee-navy,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0087/9706/1216/products/Navy_-_Busbee_Fabric_3-4.jpg?v=1557591614,7,,,,,,,,,,,,,,,,,,,,,
Busbee Mcquade-men,terry-tee-hermosa,The Terry Tee - Hermosa,"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody>Product Details Micro French Terry Cloth Crew Neck Tee.Raw Hem Sleeves. 95 Cotton 5 Spandex. Made In Los Angeles California 🇺🇸Fabric From Usa 🇺🇸Garment Pre-Shrunk. The Best Feeling Most Unique T-Shirt. Size Fit Classic Fit True To Size Model Is Wearing A Size Large Model’S Measurements Height 6’0 Size Guide Fit Questions Text Us 213-536-9662 Or Email Us. Garment Care Machine Wash Cold Cycle With Other Like Colors Tumble Dry Low Do Not Dry On High Low Iron If Needed. *Color Is As Shown In The Photos</sectionBody></section><section id=""2""><sectionTitle>Size &amp; Fit</sectionTitle><sectionBody>Click buy for more sizing information.</sectionBody></section><section id=""3""><sectionTitle>Shipping &amp; Returns</sectionTitle><sectionBody>We are proud to offer FREE 3 Day Shipping for all orders over $99. Orders under this amount still enjoy 2 Day Shipping but are charged a flat rate of $5. Next day shipping are charged a flat rate of $20We accept returns within 30 days of your purchase for a full refund. All return items must be unworn, unwashed and undamaged with original tags still intact and in the original poly bags.</sectionBody></section></sections>",Busbee Mcquade-men,tops,"busbeemcquede,new-arrivals,tops",,Title,Default Title,Link,https://www.busbeemcquade.com/products/terry-tee-hermosa?variant=19263546720352,,,MTT955A-HSA-S,186,,deny,manual,60,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0087/9706/1216/products/AB_0766_copy.jpg?v=1557591038,1,,FALSE,,,,,,,,,,,,,,,,,,,
Busbee Mcquade-men,terry-tee-hermosa,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0087/9706/1216/products/AB_0766_copy.jpg?v=1557591038,1,,,,,,,,,,,,,,,,,,,,,
Busbee Mcquade-men,terry-tee-hermosa,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0087/9706/1216/products/AB_0774_copy.jpg?v=1557591038,2,,,,,,,,,,,,,,,,,,,,,
Busbee Mcquade-men,terry-tee-hermosa,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0087/9706/1216/products/AB_0779_copy.jpg?v=1557591038,3,,,,,,,,,,,,,,,,,,,,,
Busbee Mcquade-men,terry-tee-hermosa,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0087/9706/1216/products/AB_0812_copy.jpg?v=1557591038,4,,,,,,,,,,,,,,,,,,,,,
Busbee Mcquade-men,terry-tee-hermosa,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0087/9706/1216/products/AB_0822_copy.jpg?v=1557591038,5,,,,,,,,,,,,,,,,,,,,,
Busbee Mcquade-men,terry-tee-hermosa,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0087/9706/1216/products/AB_0834_copy.jpg?v=1557591038,6,,,,,,,,,,,,,,,,,,,,,
Busbee Mcquade-men,terry-tee-hermosa,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0087/9706/1216/products/Hermosa_-_Terry_Tee_Fabric_3-4.jpg?v=1557591038,7,,,,,,,,,,,,,,,,,,,,,
Busbee Mcquade-men,terry-tee-arctic,The Terry Tee - Arctic,"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody>Product Details Micro French Terry Cloth Crew Neck Tee.Raw Hem Sleeves. 95 Cotton 5 Spandex. Made In Los Angeles California 🇺🇸Fabric From Usa 🇺🇸Garment Pre-Shrunk. The Best Feeling Most Unique T-Shirt. Size Fit Classic Fit True To Size Model Is Wearing A Size Large Model’S Measurements Height 6’2 Size Guide Fit Questions Text Us 213-536-9662 Or Email Us. Garment Care Machine Wash Cold Cycle With Other Like Colors Tumble Dry Low Do Not Dry On High Low Iron If Needed. *Color Is As Shown In The Photos</sectionBody></section><section id=""2""><sectionTitle>Size &amp; Fit</sectionTitle><sectionBody>Click buy for more sizing information.</sectionBody></section><section id=""3""><sectionTitle>Shipping &amp; Returns</sectionTitle><sectionBody>We are proud to offer FREE 3 Day Shipping for all orders over $99. Orders under this amount still enjoy 2 Day Shipping but are charged a flat rate of $5. Next day shipping are charged a flat rate of $20We accept returns within 30 days of your purchase for a full refund. All return items must be unworn, unwashed and undamaged with original tags still intact and in the original poly bags.</sectionBody></section></sections>",Busbee Mcquade-men,tops,"busbeemcquede,new-arrivals,tops",,Title,Default Title,Link,https://www.busbeemcquade.com/products/terry-tee-arctic?variant=19263522504800,,,MTT955A-ARC-S,186,,deny,manual,60,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0087/9706/1216/products/AB_0692_copy.jpg?v=1557548068,1,,FALSE,,,,,,,,,,,,,,,,,,,
Busbee Mcquade-men,terry-tee-arctic,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0087/9706/1216/products/AB_0692_copy.jpg?v=1557548068,1,,,,,,,,,,,,,,,,,,,,,
Busbee Mcquade-men,terry-tee-arctic,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0087/9706/1216/products/AB_0703_copy.jpg?v=1557548068,2,,,,,,,,,,,,,,,,,,,,,
Busbee Mcquade-men,terry-tee-arctic,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0087/9706/1216/products/AB_0727_copy.jpg?v=1557548068,3,,,,,,,,,,,,,,,,,,,,,
Busbee Mcquade-men,terry-tee-arctic,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0087/9706/1216/products/AB_0746_copy.jpg?v=1557548068,4,,,,,,,,,,,,,,,,,,,,,
Busbee Mcquade-men,terry-tee-arctic,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0087/9706/1216/products/AB_0748_copy.jpg?v=1557548068,5,,,,,,,,,,,,,,,,,,,,,
Busbee Mcquade-men,terry-tee-arctic,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0087/9706/1216/products/AB_0754_copy.jpg?v=1557548068,6,,,,,,,,,,,,,,,,,,,,,
Busbee Mcquade-men,terry-tee-arctic,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0087/9706/1216/products/Arctic_-_Terry_Tee_Fabric_3-4.jpg?v=1557548068,7,,,,,,,,,,,,,,,,,,,,,
Busbee Mcquade-men,terry-tee-kenji,The Terry Tee - Kenji,"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody>Product Details Micro French Terry Cloth Crew Neck Tee.Raw Hem Sleeves. 95 Cotton 5 Spandex. Made In Los Angeles California 🇺🇸Fabric From Usa 🇺🇸Garment Pre-Shrunk. The Best Feeling Most Unique T-Shirt. Size Fit Classic Fit True To Size Model Is Wearing A Size Large Model’S Measurements Height 6’0 Size Guide Fit Questions Text Us 213-536-9662 Or Email Us. Garment Care Machine Wash Cold Cycle With Other Like Colors Tumble Dry Low Do Not Dry On High Low Iron If Needed. *Color Is As Shown In The Photos</sectionBody></section><section id=""2""><sectionTitle>Size &amp; Fit</sectionTitle><sectionBody>Click buy for more sizing information.</sectionBody></section><section id=""3""><sectionTitle>Shipping &amp; Returns</sectionTitle><sectionBody>We are proud to offer FREE 3 Day Shipping for all orders over $99. Orders under this amount still enjoy 2 Day Shipping but are charged a flat rate of $5. Next day shipping are charged a flat rate of $20We accept returns within 30 days of your purchase for a full refund. All return items must be unworn, unwashed and undamaged with original tags still intact and in the original poly bags.</sectionBody></section></sections>",Busbee Mcquade-men,tops,"busbeemcquede,new-arrivals,tops",,Title,Default Title,Link,https://www.busbeemcquade.com/products/terry-tee-kenji?variant=19262838407264,,,MTT955A-KNJ-S,186,,deny,manual,60,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0087/9706/1216/products/AB_0627_copy.jpg?v=1557591415,1,,FALSE,,,,,,,,,,,,,,,,,,,
Busbee Mcquade-men,terry-tee-kenji,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0087/9706/1216/products/AB_0627_copy.jpg?v=1557591415,1,,,,,,,,,,,,,,,,,,,,,
Busbee Mcquade-men,terry-tee-kenji,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0087/9706/1216/products/AB_0638_copy.jpg?v=1557591415,2,,,,,,,,,,,,,,,,,,,,,
Busbee Mcquade-men,terry-tee-kenji,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0087/9706/1216/products/AB_0641_copy.jpg?v=1557591415,3,,,,,,,,,,,,,,,,,,,,,
Busbee Mcquade-men,terry-tee-kenji,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0087/9706/1216/products/AB_0672_copy.jpg?v=1557591415,4,,,,,,,,,,,,,,,,,,,,,
Busbee Mcquade-men,terry-tee-kenji,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0087/9706/1216/products/AB_0679_copy.jpg?v=1557591415,5,,,,,,,,,,,,,,,,,,,,,
Busbee Mcquade-men,terry-tee-kenji,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0087/9706/1216/products/AB_0684_copy.jpg?v=1557591415,6,,,,,,,,,,,,,,,,,,,,,
Busbee Mcquade-men,terry-tee-kenji,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0087/9706/1216/products/Kenji_-_Terry_Tee_Fabric_3-4.jpg?v=1557591415,7,,,,,,,,,,,,,,,,,,,,,
Busbee Mcquade-men,terry-tee-carbon,The Terry Tee - Carbon,"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody>Product Details Micro French Terry Cloth Crew Neck Tee.Raw Hem Sleeves. 95 Cotton 5 Spandex. Made In Los Angeles California 🇺🇸Fabric From Usa 🇺🇸Garment Pre-Shrunk. The Best Feeling Most Unique T-Shirt. Size Fit Classic Fit True To Size Model Is Wearing A Size Large Model’S Measurements Height 6’2 Size Guide Fit Questions Text Us 213-536-9662 Or Email Us. Garment Care Machine Wash Cold Cycle With Other Like Colors Tumble Dry Low Do Not Dry On High Low Iron If Needed. *Color Is As Shown In The Photos</sectionBody></section><section id=""2""><sectionTitle>Size &amp; Fit</sectionTitle><sectionBody>Click buy for more sizing information.</sectionBody></section><section id=""3""><sectionTitle>Shipping &amp; Returns</sectionTitle><sectionBody>We are proud to offer FREE 3 Day Shipping for all orders over $99. Orders under this amount still enjoy 2 Day Shipping but are charged a flat rate of $5. Next day shipping are charged a flat rate of $20We accept returns within 30 days of your purchase for a full refund. All return items must be unworn, unwashed and undamaged with original tags still intact and in the original poly bags.</sectionBody></section></sections>",Busbee Mcquade-men,tops,"busbeemcquede,new-arrivals,tops",,Title,Default Title,Link,https://www.busbeemcquade.com/products/terry-tee-carbon?variant=19262962303072,,,MTT955A-CBN-S,186,,deny,manual,60,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0087/9706/1216/products/AB_0569_copy.jpg?v=1568763586,1,,FALSE,,,,,,,,,,,,,,,,,,,
Busbee Mcquade-men,terry-tee-carbon,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0087/9706/1216/products/AB_0569_copy.jpg?v=1568763586,1,,,,,,,,,,,,,,,,,,,,,
Busbee Mcquade-men,terry-tee-carbon,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0087/9706/1216/products/AB_0595_copy.jpg?v=1568763586,2,,,,,,,,,,,,,,,,,,,,,
Busbee Mcquade-men,terry-tee-carbon,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0087/9706/1216/products/AB_0603-2_copy.jpg?v=1568763594,3,,,,,,,,,,,,,,,,,,,,,
Busbee Mcquade-men,terry-tee-carbon,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0087/9706/1216/products/AB_0616-2_copy.jpg?v=1568763594,4,,,,,,,,,,,,,,,,,,,,,
Busbee Mcquade-men,terry-tee-carbon,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0087/9706/1216/products/AB_0619-2_copy.jpg?v=1568763594,5,,,,,,,,,,,,,,,,,,,,,
Busbee Mcquade-men,terry-tee-carbon,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0087/9706/1216/products/AB_0625_copy.jpg?v=1568763594,6,,,,,,,,,,,,,,,,,,,,,
Busbee Mcquade-men,terry-tee-carbon,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0087/9706/1216/products/Carbon_-_Terry_Tee_Fabric_3-4.jpg?v=1568763587,7,,,,,,,,,,,,,,,,,,,,,
Busbee Mcquade-men,terry-tee-white,The Terry Tee - White,"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody>Product Details Micro French Terry Cloth Crew Neck Tee.Raw Hem Sleeves. 95 Cotton 5 Spandex. Made In Los Angeles California 🇺🇸Fabric From Usa 🇺🇸Garment Pre-Shrunk. The Best Feeling Most Unique T-Shirt. Size Fit Classic Fit True To Size Model Is Wearing A Size Large Model’S Measurements Height 6’0 Size Guide Fit Questions Text Us 213-536-9662 Or Email Us. Garment Care Machine Wash Cold Cycle With Other Like Colors Tumble Dry Low Do Not Dry On High Low Iron If Needed. *Color Is As Shown In The Photos</sectionBody></section><section id=""2""><sectionTitle>Size &amp; Fit</sectionTitle><sectionBody>Click buy for more sizing information.</sectionBody></section><section id=""3""><sectionTitle>Shipping &amp; Returns</sectionTitle><sectionBody>We are proud to offer FREE 3 Day Shipping for all orders over $99. Orders under this amount still enjoy 2 Day Shipping but are charged a flat rate of $5. Next day shipping are charged a flat rate of $20We accept returns within 30 days of your purchase for a full refund. All return items must be unworn, unwashed and undamaged with original tags still intact and in the original poly bags.</sectionBody></section></sections>",Busbee Mcquade-men,tops,"busbeemcquede,new-arrivals,tops",,Title,Default Title,Link,https://www.busbeemcquade.com/collections/men/products/terry-tee-white?variant=19263601410144#,,,MTT955A-WHT-S,186,,deny,manual,60,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0087/9706/1216/products/AB_0527_copy.jpg?v=1557592947,1,,FALSE,,,,,,,,,,,,,,,,,,,
Busbee Mcquade-men,terry-tee-white,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0087/9706/1216/products/AB_0527_copy.jpg?v=1557592947,1,,,,,,,,,,,,,,,,,,,,,
Busbee Mcquade-men,terry-tee-white,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0087/9706/1216/products/AB_0538_copy.jpg?v=1557592947,2,,,,,,,,,,,,,,,,,,,,,
Busbee Mcquade-men,terry-tee-white,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0087/9706/1216/products/AB_0547_copy.jpg?v=1557592947,3,,,,,,,,,,,,,,,,,,,,,
Busbee Mcquade-men,terry-tee-white,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0087/9706/1216/products/AB_0556_copy.jpg?v=1557592947,4,,,,,,,,,,,,,,,,,,,,,
Busbee Mcquade-men,terry-tee-white,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0087/9706/1216/products/AB_0560_copy.jpg?v=1557592947,5,,,,,,,,,,,,,,,,,,,,,
Busbee Mcquade-men,terry-tee-white,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0087/9706/1216/products/AB_0564_copy.jpg?v=1557592947,6,,,,,,,,,,,,,,,,,,,,,
Busbee Mcquade-men,terry-tee-white,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0087/9706/1216/products/White_-_Terry_Tee_Fabric_3-4.jpg?v=1557592947,7,,,,,,,,,,,,,,,,,,,,,
